eta,k_star,kstar_mean,kstar_ci,greedy_mean,greedy_ci,thresh_mean,thresh_ci,best
0.5,1,3.143084715979744,0.010424913885102298,3.6854816681932148,0.02076542599946937,3.3748170894255134,0.008238722290487954,kstar
1.0,1,1.7017608491537204,0.0027004227815384967,2.1996790991761257,0.007246443755181359,2.0563454447886187,0.008884467499902569,kstar
1.5,1,1.6393811434955818,0.0029269645510426267,1.7171678842074758,0.004201461002948769,1.6682101013967832,0.003765943354835516,kstar
2.0,2,1.3747318007029412,0.002884526558605668,1.4855374314343281,0.001189202278041645,1.4755003058127008,0.001971511619697157,kstar
2.5,2,1.3225900670066333,0.0015224926953311907,1.354113311309198,0.0018202409310154805,1.3554987981794722,0.001417870586889049,kstar
3.0,3,1.3214094645423224,0.0016292860084758823,1.2855431294701807,0.0010606821146771014,1.2886883742810757,0.000998321607412441,greedy
4.0,3,1.2673412801869737,0.0010375322771120912,1.2667665868755356,0.0010273068607313258,1.2668212842763942,0.001010552747113393,greedy
