phi,k_star,p99_at_kstar,max_wc_err,paoi_k1,paoi_k2,paoi_k3,paoi_k4,paoi_k5,paoi_k6,p99_k1,p99_k2,p99_k3,p99_k4,p99_k5,p99_k6
0.0,3,1.7783378336361941,0.0002864321608040399,1.4101283182318456,1.2478060939376465,1.1779080613254065,1.45655005913099,1.76001998811107,2.0726378107428154,1.8949591268089092,1.804434905031478,1.7783378336361941,3.40520064183834,4.125989436533577,4.3268696671076325
0.9,3,3.065223750613722,0.0002663316582913744,1.4102316150920842,1.2478314692930053,1.223867918756935,1.4593445445128734,1.75767326428102,2.0761506067265465,1.8950622752989483,1.8049347075735918,3.065223750613722,5.038431390218411,6.041404305440057,7.005
0.98,2,2.0219627557851236,0.0003115577889447607,1.4101655816873595,1.2641174733860845,1.333192726011281,1.4792367201609098,1.7548733413848439,2.0764783279281254,1.8949972764062541,2.0219627557851236,4.147903801104548,5.215995372309897,6.202192246965576,7.120289381487183
